date,station,lat,lon,elevation,temp_avg,temp_max,temp_min,pressure,humidity
2024-03-02,兰州,36.06,103.83,1517.2,18.4,25.3,12.0,844.2,47.7
2024-03-03,兰州,36.06,103.83,1517.2,15.8,23.3,9.2,844.8,30.7
2024-03-04,兰州,36.06,103.83,1517.2,15.7,18.9,11.2,849.2,69.4
2024-03-05,兰州,36.06,103.83,1517.2,21.9,26.0,16.9,847.2,40.3
2024-03-06,兰州,36.06,103.83,1517.2,23.7,26.5,19.3,848.8,38.6
2024-03-07,兰州,36.06,103.83,1517.2,19.6,25.0,13.9,847.7,60.2
2024-03-08,兰州,36.06,103.83,1517.2,22.9,29.9,16.5,847.8,71.9
2024-03-09,兰州,36.06,103.83,1517.2,21.2,29.3,14.1,849.8,63.8
2024-03-10,兰州,36.06,103.83,1517.2,18.3,24.3,12.3,847.1,57.6
2024-03-11,兰州,36.06,103.83,1517.2,21.4,29.8,14.3,848.5,58.2
2024-03-12,兰州,36.06,103.83,1517.2,25.1,29.0,20.2,847.5,60.6
2024-03-13,兰州,36.06,103.83,1517.2,20.5,23.9,15.9,847.8,60.2
2024-03-14,兰州,36.06,103.83,1517.2,25.5,31.3,19.6,848.2,56.7
2024-03-15,兰州,36.06,103.83,1517.2,13.0,19.5,6.8,849.4,55.6
2024-03-16,兰州,36.06,103.83,1517.2,23.5,29.4,17.6,848.2,54.6
2024-03-17,兰州,36.06,103.83,1517.2,21.4,24.2,17.0,851.8,49.4
2024-03-18,兰州,36.06,103.83,1517.2,20.4,26.2,14.5,847.7,53.5
2024-03-19,兰州,36.06,103.83,1517.2,21.7,25.6,16.7,849.3,42.6
2024-03-20,兰州,36.06,103.83,1517.2,15.5,22.5,9.1,848.9,55.6
2024-03-21,兰州,36.06,103.83,1517.2,20.9,27.4,14.7,852.9,48.8
2024-03-22,兰州,36.06,103.83,1517.2,22.8,27.3,17.5,850.6,48.2
2024-03-23,兰州,36.06,103.83,1517.2,26.2,31.4,20.7,852.4,58.8
2024-03-24,兰州,36.06,103.83,1517.2,20.3,24.7,15.2,847.5,68.8
2024-03-25,兰州,36.06,103.83,1517.2,19.6,25.4,13.6,851.2,65.4
2024-03-26,兰州,36.06,103.83,1517.2,20.6,28.0,13.9,852.6,45.8
2024-03-27,兰州,36.06,103.83,1517.2,24.9,29.4,19.7,851.2,50.7
2024-03-28,兰州,36.06,103.83,1517.2,23.2,30.0,16.9,853.3,66.5
2024-03-29,兰州,36.06,103.83,1517.2,20.7,25.9,15.1,850.3,51.4
2024-03-30,兰州,36.06,103.83,1517.2,23.9,28.7,18.5,854.4,57.8
2024-03-31,兰州,36.06,103.83,1517.2,22.7,28.6,16.8,856.3,64.3
2024-04-01,兰州,36.06,103.83,1517.2,25.4,29.9,20.2,851.2,52.4
2024-04-02,兰州,36.06,103.83,1517.2,20.5,25.6,14.9,851.2,61.3
2024-04-03,兰州,36.06,103.83,1517.2,21.7,25.8,16.6,855.1,50.1
2024-04-04,兰州,36.06,103.83,1517.2,21.5,30.4,14.1,855.5,56.2
2024-04-05,兰州,36.06,103.83,1517.2,18.3,24.4,12.3,851.5,63.9
2024-04-06,兰州,36.06,103.83,1517.2,23.7,28.6,18.2,851.9,48.9
2024-04-07,兰州,36.06,103.83,1517.2,23.6,29.9,17.5,852.3,65.4
2024-04-08,兰州,36.06,103.83,1517.2,22.9,28.7,17.0,850.4,62.0
2024-04-09,兰州,36.06,103.83,1517.2,22.2,27.9,16.4,851.4,66.9
2024-04-10,兰州,36.06,103.83,1517.2,18.7,25.6,12.2,851.4,64.5
2024-04-11,兰州,36.06,103.83,1517.2,21.7,28.8,15.1,852.0,73.9
2024-04-12,兰州,36.06,103.83,1517.2,21.9,27.1,16.3,853.6,64.2
2024-04-13,兰州,36.06,103.83,1517.2,20.6,25.7,15.0,854.3,60.1
2024-04-14,兰州,36.06,103.83,1517.2,22.5,28.1,16.7,857.1,64.7
2024-04-15,兰州,36.06,103.83,1517.2,24.2,26.8,19.9,852.2,68.3
2024-04-16,兰州,36.06,103.83,1517.2,28.7,32.4,23.8,856.3,64.6
2024-04-17,兰州,36.06,103.83,1517.2,23.5,31.6,16.5,854.1,64.8
2024-04-18,兰州,36.06,103.83,1517.2,23.8,32.2,16.5,854.5,59.1
2024-04-19,兰州,36.06,103.83,1517.2,22.8,28.4,16.9,856.1,59.6
2024-04-20,兰州,36.06,103.83,1517.2,17.2,24.1,10.8,852.7,53.9
2024-04-21,兰州,36.06,103.83,1517.2,22.9,29.3,16.6,855.9,79.4
2024-04-22,兰州,36.06,103.83,1517.2,23.1,33.7,14.8,855.6,55.7
2024-04-23,兰州,36.06,103.83,1517.2,30.3,38.0,23.5,856.4,60.3
2024-04-24,兰州,36.06,103.83,1517.2,22.3,28.1,16.4,856.1,60.3
2024-04-25,兰州,36.06,103.83,1517.2,23.7,28.3,18.5,860.6,73.4
2024-04-26,兰州,36.06,103.83,1517.2,22.7,26.3,17.9,854.5,64.1
2024-04-27,兰州,36.06,103.83,1517.2,19.3,25.6,13.1,854.9,76.6
2024-04-28,兰州,36.06,103.83,1517.2,26.1,31.0,20.7,854.8,61.4
2024-04-29,兰州,36.06,103.83,1517.2,24.9,28.8,20.0,855.1,69.2
2024-04-30,兰州,36.06,103.83,1517.2,25.0,30.0,19.5,855.1,60.5
2024-05-01,兰州,36.06,103.83,1517.2,19.8,24.2,14.7,858.9,84.5
2024-05-02,兰州,36.06,103.83,1517.2,26.7,35.2,19.4,859.5,58.0
2024-05-03,兰州,36.06,103.83,1517.2,18.2,25.5,11.6,855.6,70.2
2024-05-04,兰州,36.06,103.83,1517.2,24.1,30.1,18.1,855.2,72.9
2024-05-05,兰州,36.06,103.83,1517.2,28.8,37.0,21.8,857.9,71.3
2024-05-06,兰州,36.06,103.83,1517.2,19.2,25.3,13.2,856.0,66.7
2024-05-07,兰州,36.06,103.83,1517.2,20.4,25.1,15.1,858.5,67.2
2024-05-08,兰州,36.06,103.83,1517.2,22.3,30.6,15.2,857.8,68.8
2024-05-09,兰州,36.06,103.83,1517.2,20.4,27.2,14.1,854.4,67.4
2024-05-10,兰州,36.06,103.83,1517.2,17.2,21.6,12.0,860.7,76.4
2024-05-11,兰州,36.06,103.83,1517.2,22.0,27.6,16.1,861.3,86.5
2024-05-12,兰州,36.06,103.83,1517.2,18.5,23.1,13.2,856.6,64.5
2024-05-13,兰州,36.06,103.83,1517.2,23.0,26.8,18.1,857.1,58.1
2024-05-14,兰州,36.06,103.83,1517.2,18.7,26.0,12.0,858.6,68.4
2024-05-15,兰州,36.06,103.83,1517.2,26.0,34.8,18.6,858.8,89.9
2024-05-16,兰州,36.06,103.83,1517.2,18.9,22.7,14.0,859.5,62.9
2024-05-17,兰州,36.06,103.83,1517.2,20.1,26.9,13.8,862.3,82.5
2024-05-18,兰州,36.06,103.83,1517.2,23.4,28.4,18.0,858.1,82.9
2024-05-19,兰州,36.06,103.83,1517.2,17.1,22.3,11.6,856.9,65.1
2024-05-20,兰州,36.06,103.83,1517.2,21.4,26.4,15.9,855.8,74.2
2024-05-21,兰州,36.06,103.83,1517.2,24.5,29.1,19.2,857.2,82.7
2024-05-22,兰州,36.06,103.83,1517.2,15.6,21.6,9.7,858.7,66.7
2024-05-23,兰州,36.06,103.83,1517.2,20.8,25.5,15.6,862.4,68.2
2024-05-24,兰州,36.06,103.83,1517.2,20.9,27.2,14.8,857.9,65.2
2024-05-25,兰州,36.06,103.83,1517.2,22.3,28.2,16.5,859.4,61.8
2024-05-26,兰州,36.06,103.83,1517.2,16.1,21.7,10.4,859.0,64.7
2024-05-27,兰州,36.06,103.83,1517.2,15.7,20.3,10.5,861.5,60.2
2024-05-28,兰州,36.06,103.83,1517.2,21.1,26.1,15.7,864.3,70.2
2024-05-29,兰州,36.06,103.83,1517.2,20.3,27.3,13.8,858.2,63.8
2024-05-30,兰州,36.06,103.83,1517.2,20.0,26.6,13.7,858.4,71.9
2024-05-31,兰州,36.06,103.83,1517.2,20.1,24.5,15.0,861.5,57.6
2024-06-01,兰州,36.06,103.83,1517.2,16.8,22.8,10.9,860.8,72.6
2024-06-02,兰州,36.06,103.83,1517.2,19.4,26.4,13.0,863.2,76.7
2024-06-03,兰州,36.06,103.83,1517.2,19.4,22.7,14.8,860.7,54.0
2024-06-04,兰州,36.06,103.83,1517.2,16.2,22.9,10.0,858.9,73.0
2024-06-05,兰州,36.06,103.83,1517.2,23.8,28.6,18.4,860.8,79.8
2024-06-06,兰州,36.06,103.83,1517.2,19.4,26.1,13.2,861.9,60.2
2024-06-07,兰州,36.06,103.83,1517.2,14.2,18.9,9.0,861.4,83.2
2024-06-08,兰州,36.06,103.83,1517.2,19.6,22.7,15.1,860.8,73.2
2024-06-09,兰州,36.06,103.83,1517.2,14.5,17.9,9.9,861.9,64.1
2024-06-10,兰州,36.06,103.83,1517.2,19.6,25.5,13.8,862.2,69.3
2024-06-11,兰州,36.06,103.83,1517.2,20.5,26.7,14.5,862.6,74.1
2024-06-12,兰州,36.06,103.83,1517.2,14.4,18.8,9.3,861.2,70.2
2024-06-13,兰州,36.06,103.83,1517.2,19.5,26.3,13.3,859.6,73.8
2024-06-14,兰州,36.06,103.83,1517.2,17.7,20.9,13.1,860.2,62.1
2024-06-15,兰州,36.06,103.83,1517.2,18.7,24.3,13.0,862.4,70.7
2024-06-16,兰州,36.06,103.83,1517.2,21.7,25.6,16.9,858.3,58.0
2024-06-17,兰州,36.06,103.83,1517.2,15.1,19.8,9.8,860.7,68.3
2024-06-18,兰州,36.06,103.83,1517.2,13.3,19.1,7.6,859.2,61.8
2024-06-19,兰州,36.06,103.83,1517.2,12.7,17.2,7.6,860.1,63.1
2024-06-20,兰州,36.06,103.83,1517.2,12.7,17.9,7.3,862.6,78.7
2024-06-21,兰州,36.06,103.83,1517.2,14.7,21.9,8.3,860.4,77.5
2024-06-22,兰州,36.06,103.83,1517.2,15.8,20.6,10.5,860.1,73.5
2024-06-23,兰州,36.06,103.83,1517.2,15.3,22.3,9.0,857.3,59.7
2024-06-24,兰州,36.06,103.83,1517.2,16.8,20.8,11.9,861.5,65.8
2024-06-25,兰州,36.06,103.83,1517.2,14.1,20.6,8.0,861.3,77.9
2024-06-26,兰州,36.06,103.83,1517.2,18.2,26.0,11.4,864.3,69.2
2024-06-27,兰州,36.06,103.83,1517.2,12.8,14.8,9.0,859.3,86.5
2024-06-28,兰州,36.06,103.83,1517.2,21.5,26.0,16.5,860.3,70.9
2024-06-29,兰州,36.06,103.83,1517.2,15.0,21.5,8.9,860.4,69.1
2024-06-30,兰州,36.06,103.83,1517.2,10.4,15.7,4.9,863.0,65.0
2024-07-01,兰州,36.06,103.83,1517.2,9.5,15.7,3.6,859.6,68.3
2024-07-02,兰州,36.06,103.83,1517.2,13.9,18.6,8.7,860.4,65.9
2024-07-03,兰州,36.06,103.83,1517.2,11.6,17.3,5.9,861.0,72.6
2024-07-04,兰州,36.06,103.83,1517.2,14.1,19.5,8.6,860.1,74.4
2024-07-05,兰州,36.06,103.83,1517.2,13.2,20.5,6.7,858.8,60.2
2024-07-06,兰州,36.06,103.83,1517.2,11.3,17.3,5.5,860.0,55.7
2024-07-07,兰州,36.06,103.83,1517.2,8.7,14.8,2.9,861.7,51.4
2024-07-08,兰州,36.06,103.83,1517.2,6.5,11.5,1.2,857.5,70.0
2024-07-09,兰州,36.06,103.83,1517.2,9.5,14.3,4.3,859.7,56.9
2024-07-10,兰州,36.06,103.83,1517.2,13.1,18.0,7.9,858.0,48.3
2024-07-11,兰州,36.06,103.83,1517.2,11.0,17.1,5.1,861.8,68.4
2024-07-12,兰州,36.06,103.83,1517.2,6.3,11.3,1.1,856.3,85.0
2024-07-13,兰州,36.06,103.83,1517.2,10.4,16.3,4.6,858.1,64.8
2024-07-14,兰州,36.06,103.83,1517.2,10.8,19.4,3.7,859.9,71.3
2024-07-15,兰州,36.06,103.83,1517.2,6.7,13.5,0.5,862.2,65.0
2024-07-16,兰州,36.06,103.83,1517.2,9.6,14.6,4.3,858.9,63.3
2024-07-17,兰州,36.06,103.83,1517.2,9.1,16.4,2.7,857.8,71.2
2024-07-18,兰州,36.06,103.83,1517.2,5.2,10.1,0.0,862.6,61.3
2024-07-19,兰州,36.06,103.83,1517.2,9.5,11.9,5.5,855.9,65.5
2024-07-20,兰州,36.06,103.83,1517.2,9.8,13.8,5.1,854.3,65.7
2024-07-21,兰州,36.06,103.83,1517.2,11.2,13.8,7.1,859.5,57.5
2024-07-22,兰州,36.06,103.83,1517.2,10.8,15.8,5.6,857.5,70.5
2024-07-23,兰州,36.06,103.83,1517.2,3.3,8.8,-2.2,856.4,60.9
2024-07-24,兰州,36.06,103.83,1517.2,4.4,12.3,-2.3,859.8,56.0
2024-07-25,兰州,36.06,103.83,1517.2,8.5,14.4,2.8,858.8,66.0
2024-07-26,兰州,36.06,103.83,1517.2,8.3,13.4,3.0,857.0,54.3
2024-07-27,兰州,36.06,103.83,1517.2,8.0,14.7,2.0,855.5,61.4
2024-07-28,兰州,36.06,103.83,1517.2,17.8,19.9,14.1,859.7,60.8
2024-07-29,兰州,36.06,103.83,1517.2,7.7,13.5,2.2,859.2,69.3
2024-07-30,兰州,36.06,103.83,1517.2,9.2,15.7,3.2,857.6,64.1
2024-07-31,兰州,36.06,103.83,1517.2,8.4,11.6,4.1,861.3,59.8
2024-08-01,兰州,36.06,103.83,1517.2,7.3,14.3,1.0,855.4,66.3
2024-08-02,兰州,36.06,103.83,1517.2,4.1,10.0,-1.5,854.4,70.5
2024-08-03,兰州,36.06,103.83,1517.2,7.1,11.9,2.1,855.9,63.6
2024-08-04,兰州,36.06,103.83,1517.2,2.3,8.6,-3.5,857.1,58.9
2024-08-05,兰州,36.06,103.83,1517.2,3.7,12.4,-3.4,857.5,48.0
2024-08-06,兰州,36.06,103.83,1517.2,2.7,8.3,-2.8,856.5,49.7
2024-08-07,兰州,36.06,103.83,1517.2,4.2,9.9,-1.3,857.5,55.4
2024-08-08,兰州,36.06,103.83,1517.2,10.7,15.3,5.7,854.2,52.7
2024-08-09,兰州,36.06,103.83,1517.2,-2.1,1.9,-6.8,859.4,55.7
2024-08-10,兰州,36.06,103.83,1517.2,5.3,11.9,-0.6,856.3,57.4
2024-08-11,兰州,36.06,103.83,1517.2,-1.8,2.2,-6.4,858.5,60.8
2024-08-12,兰州,36.06,103.83,1517.2,1.4,6.8,-3.9,856.8,55.7
2024-08-13,兰州,36.06,103.83,1517.2,5.9,10.4,1.0,856.9,59.8
2024-08-14,兰州,36.06,103.83,1517.2,2.6,8.6,-3.0,857.0,56.1
2024-08-15,兰州,36.06,103.83,1517.2,-1.0,4.7,-6.5,856.6,39.5
2024-08-16,兰州,36.06,103.83,1517.2,-0.2,6.6,-6.2,856.9,47.4
2024-08-17,兰州,36.06,103.83,1517.2,3.8,8.3,-1.0,858.1,53.5
2024-08-18,兰州,36.06,103.83,1517.2,-0.6,4.2,-5.7,855.7,44.6
2024-08-19,兰州,36.06,103.83,1517.2,2.0,5.8,-2.5,856.6,58.7
2024-08-20,兰州,36.06,103.83,1517.2,1.3,5.9,-3.6,854.8,65.8
2024-08-21,兰州,36.06,103.83,1517.2,-1.0,4.8,-6.5,857.7,63.0
2024-08-22,兰州,36.06,103.83,1517.2,7.2,13.5,1.4,853.4,51.2
2024-08-23,兰州,36.06,103.83,1517.2,2.5,6.3,-2.0,858.2,64.5
2024-08-24,兰州,36.06,103.83,1517.2,-5.7,0.8,-11.5,854.3,53.4
2024-08-25,兰州,36.06,103.83,1517.2,0.8,8.0,-5.4,851.4,49.2
2024-08-26,兰州,36.06,103.83,1517.2,-2.0,3.8,-7.5,854.3,46.6
2024-08-27,兰州,36.06,103.83,1517.2,2.4,10.4,-4.2,852.6,48.8
2024-08-28,兰州,36.06,103.83,1517.2,-2.7,1.3,-7.3,855.5,47.8
2024-08-29,兰州,36.06,103.83,1517.2,-0.9,2.4,-5.1,852.3,51.9
2024-08-30,兰州,36.06,103.83,1517.2,0.8,3.3,-3.0,852.6,51.5
2024-08-31,兰州,36.06,103.83,1517.2,1.7,9.1,-4.6,849.5,49.9
2024-09-01,兰州,36.06,103.83,1517.2,-4.6,1.5,-10.3,852.2,53.0
2024-09-02,兰州,36.06,103.83,1517.2,-2.2,2.8,-7.3,848.1,58.7
2024-09-03,兰州,36.06,103.83,1517.2,-2.8,2.7,-8.1,849.6,56.4
2024-09-04,兰州,36.06,103.83,1517.2,-3.5,-0.1,-7.8,854.2,36.6
2024-09-05,兰州,36.06,103.83,1517.2,3.6,12.4,-3.4,854.0,27.7
2024-09-06,兰州,36.06,103.83,1517.2,-0.6,4.7,-5.8,853.2,55.2
2024-09-07,兰州,36.06,103.83,1517.2,-5.8,-0.5,-11.0,850.2,36.5
2024-09-08,兰州,36.06,103.83,1517.2,0.6,6.8,-5.0,851.9,45.3
2024-09-09,兰州,36.06,103.83,1517.2,4.1,9.9,-1.4,851.8,37.4
2024-09-10,兰州,36.06,103.83,1517.2,0.7,6.1,-4.6,849.3,32.0
2024-09-11,兰州,36.06,103.83,1517.2,-7.1,-3.2,-11.6,854.5,50.4
2024-09-12,兰州,36.06,103.83,1517.2,-4.2,1.6,-9.6,853.0,51.8
2024-09-13,兰州,36.06,103.83,1517.2,1.0,8.9,-5.5,850.7,40.8
2024-09-14,兰州,36.06,103.83,1517.2,-5.1,2.0,-11.2,851.0,24.3
2024-09-15,兰州,36.06,103.83,1517.2,-1.8,5.7,-8.0,851.2,40.4
2024-09-16,兰州,36.06,103.83,1517.2,-0.9,3.4,-5.6,846.5,47.5
2024-09-17,兰州,36.06,103.83,1517.2,-6.1,-2.5,-10.4,849.9,32.2
2024-09-18,兰州,36.06,103.83,1517.2,-3.6,1.3,-8.6,848.9,45.2
2024-09-19,兰州,36.06,103.83,1517.2,-13.3,-8.1,-18.4,848.1,43.3
2024-09-20,兰州,36.06,103.83,1517.2,-6.7,-0.0,-12.6,849.4,47.7
2024-09-21,兰州,36.06,103.83,1517.2,-4.5,-2.0,-8.3,853.3,43.7
2024-09-22,兰州,36.06,103.83,1517.2,-7.6,-0.3,-13.8,850.9,34.7
2024-09-23,兰州,36.06,103.83,1517.2,1.0,5.8,-4.0,848.3,51.7
2024-09-24,兰州,36.06,103.83,1517.2,-8.3,-3.9,-13.0,850.4,40.5
2024-09-25,兰州,36.06,103.83,1517.2,-5.4,-1.9,-9.7,851.9,41.3
2024-09-26,兰州,36.06,103.83,1517.2,-3.8,-1.3,-7.6,850.7,33.7
2024-09-27,兰州,36.06,103.83,1517.2,0.0,6.3,-5.6,848.8,37.3
2024-09-28,兰州,36.06,103.83,1517.2,-8.7,-3.5,-13.7,847.2,33.5
2024-09-29,兰州,36.06,103.83,1517.2,-0.9,2.2,-5.0,849.8,38.9
2024-09-30,兰州,36.06,103.83,1517.2,-4.5,-1.4,-8.5,849.0,53.7
2024-10-01,兰州,36.06,103.83,1517.2,-7.5,-3.0,-12.3,849.8,28.7
2024-10-02,兰州,36.06,103.83,1517.2,-3.2,4.3,-9.5,849.1,26.5
2024-10-03,兰州,36.06,103.83,1517.2,-4.1,0.6,-8.9,849.8,50.9
2024-10-04,兰州,36.06,103.83,1517.2,-6.5,-3.8,-10.4,846.5,37.1
2024-10-05,兰州,36.06,103.83,1517.2,-4.6,0.1,-9.4,850.0,33.2
2024-10-06,兰州,36.06,103.83,1517.2,-6.0,-1.4,-10.8,847.6,46.6
2024-10-07,兰州,36.06,103.83,1517.2,-4.5,-3.5,-7.5,851.2,33.1
2024-10-08,兰州,36.06,103.83,1517.2,-2.9,2.0,-7.9,845.5,52.3
2024-10-09,兰州,36.06,103.83,1517.2,-0.1,4.5,-5.0,850.2,42.8
2024-10-10,兰州,36.06,103.83,1517.2,-8.6,-2.6,-14.2,846.9,33.3
2024-10-11,兰州,36.06,103.83,1517.2,1.4,9.2,-4.9,845.1,54.2
2024-10-12,兰州,36.06,103.83,1517.2,-10.8,-4.1,-16.7,845.3,31.8
2024-10-13,兰州,36.06,103.83,1517.2,-5.4,-0.8,-10.2,845.4,42.3
2024-10-14,兰州,36.06,103.83,1517.2,-3.2,0.1,-7.4,846.8,38.5
2024-10-15,兰州,36.06,103.83,1517.2,-4.2,4.7,-11.1,846.8,46.3
2024-10-16,兰州,36.06,103.83,1517.2,-6.9,-1.8,-11.9,844.4,48.1
2024-10-17,兰州,36.06,103.83,1517.2,-5.6,-0.6,-10.6,845.4,35.7
2024-10-18,兰州,36.06,103.83,1517.2,-6.5,-1.5,-11.5,849.6,29.1
2024-10-19,兰州,36.06,103.83,1517.2,-6.7,-1.4,-11.9,848.6,38.6
2024-10-20,兰州,36.06,103.83,1517.2,-2.4,2.4,-7.3,845.9,29.3
2024-10-21,兰州,36.06,103.83,1517.2,-3.9,0.3,-8.4,844.9,50.6
2024-10-22,兰州,36.06,103.83,1517.2,-7.0,-2.8,-11.6,844.9,35.4
2024-10-23,兰州,36.06,103.83,1517.2,-2.2,2.8,-7.2,845.8,31.2
2024-10-24,兰州,36.06,103.83,1517.2,-3.9,0.3,-8.5,842.4,35.3
2024-10-25,兰州,36.06,103.83,1517.2,-2.4,1.6,-6.9,843.7,22.9
2024-10-26,兰州,36.06,103.83,1517.2,-2.9,2.3,-8.0,840.8,25.7
2024-10-27,兰州,36.06,103.83,1517.2,-7.2,-2.6,-12.0,844.8,42.9
2024-10-28,兰州,36.06,103.83,1517.2,-6.4,0.9,-12.5,845.1,27.8
2024-10-29,兰州,36.06,103.83,1517.2,-2.4,-1.4,-5.4,842.7,24.5
2024-10-30,兰州,36.06,103.83,1517.2,-2.7,3.9,-8.6,846.7,37.0
2024-10-31,兰州,36.06,103.83,1517.2,-4.6,2.3,-10.5,841.0,42.1
2024-11-01,兰州,36.06,103.83,1517.2,-4.1,-2.2,-7.6,840.4,38.2
2024-11-02,兰州,36.06,103.83,1517.2,-0.6,4.0,-5.3,843.6,40.2
2024-11-03,兰州,36.06,103.83,1517.2,-6.1,-1.6,-10.8,845.2,26.0
2024-11-04,兰州,36.06,103.83,1517.2,-2.6,0.3,-6.6,846.3,20.6
2024-11-05,兰州,36.06,103.83,1517.2,-4.8,-0.9,-9.2,841.9,43.8
2024-11-06,兰州,36.06,103.83,1517.2,-4.7,-1.4,-8.9,844.9,29.1
